Id,Amount,Network,Mode,TransactionDate,transactionId
1385,572.21,American Express,In-store,2023-02-21,3745922585
1386,531.71,Discover,In-store,2022-07-27,7661482944
1387,850.07,Mastercard,In-store,2022-12-29,6646089888
1388,513.49,Mastercard,In-store,2022-10-09,2976747515
1389,756.83,Discover,In-store,2022-08-16,4984716416
1390,487.1,Discover,Online,2022-05-07,4511098736
1391,841.58,Visa,In-store,2023-01-24,4469871036
1392,470.49,Mastercard,In-store,2022-04-24,3104073244
1393,96.25,American Express,In-store,2023-01-25,4172332431
1394,190.75,American Express,In-store,2022-12-25,4277523674
1395,116.51,Visa,In-store,2022-08-25,3349588617
1396,990.86,Visa,In-store,2022-12-18,6997165302
1397,746.5,Discover,Online,2022-08-30,6952070184
1398,167.69,American Express,Online,2022-12-31,6447469915
1399,588.16,American Express,Online,2023-03-06,4340957915
1400,200.36,Visa,Online,2022-08-12,6447250656
1401,39.4,American Express,Online,2022-04-27,7619031227
1402,668.98,Mastercard,Online,2022-07-01,5655339946
1403,683.21,American Express,In-store,2022-09-25,6958795714
1404,255.41,Visa,In-store,2023-01-15,2289525686
1405,974.77,Visa,Online,2022-04-30,1511573671
1406,406.1,Mastercard,In-store,2022-08-22,1747825735
1407,168.08,American Express,In-store,2022-11-26,7184127830
1408,106.34,Discover,Online,2022-10-25,9833788405
1409,19.05,Discover,In-store,2022-04-02,6813722583
1410,888.8,Mastercard,Online,2022-12-11,7918037650
1411,607.5,Discover,Online,2022-05-13,6215994821
1412,168.82,Mastercard,In-store,2022-08-23,3142759388
1413,356.66,Discover,In-store,2022-08-03,1903572978
1414,997.48,Visa,Online,2023-01-13,7248268463
1415,749.86,Visa,Online,2022-12-10,2466333944
1416,216.7,Mastercard,Online,2022-06-10,6339880445
1417,437.89,Mastercard,Online,2022-09-22,3982689653
1418,563.14,American Express,Online,2022-07-29,6686908895
1419,717.95,Discover,Online,2022-11-01,9944344376
1420,82.73,Visa,Online,2022-03-13,1570024899
1421,166.67,Mastercard,Online,2023-02-04,2355343990
1422,478.72,Mastercard,In-store,2022-05-30,6198011954
1423,554.93,American Express,In-store,2022-10-27,2219300915
1424,738.72,American Express,In-store,2022-05-15,8289894332
1425,830.96,American Express,Online,2022-06-08,1778765936
1426,927.17,Mastercard,In-store,2022-12-08,5955515095
1427,151.44,Discover,Online,2022-07-25,4579547901
1428,423.24,American Express,Online,2022-12-06,7318009978
1429,123.0,Mastercard,Online,2022-03-15,7298548266
1430,65.4,Mastercard,In-store,2022-04-16,9302883795
1431,219.58,American Express,Online,2023-01-23,7291215118
1432,396.98,American Express,In-store,2023-02-20,5338481577
1433,507.93,Visa,Online,2022-04-13,7203536290
1434,73.06,Discover,Online,2022-04-06,7967477039
1435,31.93,American Express,Online,2022-10-19,8972176662
1436,930.04,Visa,Online,2022-09-01,3260549830
1437,659.58,Visa,In-store,2023-02-25,8803882116
1438,530.4,Discover,In-store,2022-09-25,4099579211
1439,921.73,Mastercard,In-store,2022-06-07,2559392322
1440,177.05,American Express,Online,2023-03-07,2326972397
1441,669.17,Visa,Online,2022-09-13,8261464140
1442,501.04,Visa,Online,2022-12-14,1335153410
1443,848.61,Discover,Online,2022-10-30,8431288752
1444,437.83,Visa,Online,2022-06-11,9706761410
1445,402.13,Mastercard,Online,2023-03-07,3029930439
1446,495.79,Visa,Online,2022-08-15,7926150263
1447,515.43,Mastercard,Online,2022-06-17,5398006238
1448,109.51,Mastercard,Online,2023-01-10,9364774566
1449,559.31,Discover,In-store,2022-05-20,2881273886
1450,311.67,Visa,Online,2022-03-21,9393296585
1451,600.25,Mastercard,Online,2022-06-02,4390059473
1452,866.41,Mastercard,Online,2022-09-19,3864985669
1453,991.35,Visa,Online,2022-05-15,2327851782
1454,546.07,Discover,In-store,2022-09-05,8922925549
1455,189.27,Mastercard,In-store,2023-02-07,7411687702
1456,238.16,Mastercard,Online,2023-01-06,6668253141
1457,210.61,American Express,In-store,2023-01-14,2250075632
1458,251.06,Visa,Online,2023-03-05,1539748322
1459,490.08,Discover,Online,2022-06-04,2197485941
1460,898.65,Visa,In-store,2022-06-11,7731718287
1461,613.61,Mastercard,Online,2022-05-21,4147567910
1462,711.22,American Express,Online,2022-08-21,7058205911
1463,490.82,Discover,Online,2023-02-10,4669509072
1464,959.55,Discover,In-store,2022-04-27,7633437242
1465,394.64,American Express,Online,2022-09-12,8236667638
1466,981.53,American Express,Online,2022-06-29,3650086359
1467,253.67,Discover,In-store,2022-08-24,7025087367
1468,20.18,Discover,In-store,2022-09-12,6450845173
1469,480.47,Visa,Online,2023-02-24,8018716096
1470,438.61,Discover,In-store,2022-10-17,9596400584
1471,508.64,Mastercard,In-store,2022-11-07,1340589943
1472,251.33,American Express,In-store,2022-10-12,9464144664
1473,695.97,Visa,In-store,2022-09-28,9434050405
1474,412.62,American Express,Online,2022-08-24,8314150122
1475,939.87,Mastercard,In-store,2023-03-03,2457333001
1476,24.57,American Express,In-store,2022-05-13,4439708351
1477,994.8,Discover,Online,2022-04-18,8664258361
1478,363.81,Mastercard,Online,2023-02-02,5786195737
1479,355.19,Visa,In-store,2022-10-23,1250147789
1480,208.75,Mastercard,Online,2022-10-28,1185450829
1481,301.65,Visa,Online,2023-03-12,5526248152
1482,720.52,Discover,In-store,2022-08-15,9295889417
1483,715.59,Mastercard,In-store,2022-06-23,5020775944
1484,397.64,Discover,In-store,2022-08-18,1592583175
1485,779.84,Visa,Online,2022-11-03,4719906911
1486,238.92,Mastercard,Online,2022-12-08,8017700014
1487,692.08,Discover,Online,2022-09-03,4157221656
1488,880.43,Mastercard,Online,2022-12-08,5256960827
1489,765.52,American Express,In-store,2023-01-29,2728490225
1490,455.31,American Express,Online,2022-10-01,8230766441
1491,265.94,American Express,Online,2022-09-13,3520275188
1492,658.28,Visa,In-store,2022-04-04,3223581859
1493,398.92,American Express,In-store,2022-07-27,9151040178
1494,616.1,Discover,Online,2022-05-06,1384156971
1495,174.07,Visa,Online,2023-02-16,5052857218
1496,422.57,American Express,Online,2022-08-03,2139246438
1497,183.23,Mastercard,Online,2023-03-04,6079288319
1498,545.19,Discover,In-store,2023-02-06,3837284493
1499,649.63,Visa,Online,2022-04-13,5553837091
1500,30.03,Discover,In-store,2022-07-16,2103700960
1501,351.62,American Express,In-store,2022-11-01,4955487528
1502,47.47,Discover,In-store,2022-09-26,6666193730
1503,755.72,Mastercard,In-store,2022-07-04,5037084143
1504,695.32,American Express,In-store,2022-03-20,2717806258
1505,807.29,Visa,Online,2022-10-17,6789862198
1506,743.11,Discover,Online,2022-09-24,8992352981
1507,265.98,Mastercard,In-store,2022-05-14,7722293449
1508,788.06,Discover,Online,2023-01-15,6522892294
1509,355.27,Discover,In-store,2023-03-12,2081317419
1510,432.61,American Express,Online,2022-09-21,5039001696
1511,384.14,Mastercard,Online,2023-01-25,4753042493
1512,817.61,Visa,Online,2022-10-25,6400142845
1513,222.09,American Express,Online,2022-07-20,6043728869
1514,774.86,American Express,Online,2022-08-10,7288201818
1515,430.55,Mastercard,Online,2022-07-10,7179077683
1516,343.1,American Express,In-store,2022-08-08,5638141509
1517,972.28,Discover,In-store,2022-05-28,2651578957
1518,899.37,Mastercard,Online,2022-09-18,6949794835
1519,230.44,American Express,Online,2022-08-03,5204022281
1520,600.02,Discover,Online,2022-09-03,6512408475
1521,174.42,American Express,In-store,2023-03-11,7819897687
1522,828.06,American Express,Online,2023-01-12,6515683320
1523,806.66,American Express,In-store,2022-07-31,9915343037
1524,288.81,Discover,In-store,2023-01-10,4087718851
1525,655.03,Mastercard,In-store,2022-12-01,6359421681
1526,322.16,Discover,In-store,2022-04-16,4348414541
1527,800.26,Discover,In-store,2022-06-03,5538258587
1528,547.03,Visa,In-store,2022-05-02,6388254619
1529,335.27,American Express,Online,2022-10-04,4320356634
1530,634.41,Visa,Online,2022-03-30,8166513991
1531,786.79,Mastercard,In-store,2022-05-25,7066340091
1532,484.19,Discover,Online,2022-04-24,8891160283
1533,974.58,American Express,In-store,2023-01-28,5610888166
1534,164.52,Mastercard,Online,2022-11-25,9017339114
1535,730.92,Discover,In-store,2022-12-26,1560637807
1536,96.3,Mastercard,Online,2022-08-27,2565229434
1537,17.37,Mastercard,Online,2023-02-12,8380223556
1538,736.48,American Express,In-store,2022-09-12,2149456720
1539,76.17,American Express,In-store,2023-02-03,1411167272
1540,71.67,Visa,In-store,2022-04-15,8302219379
1541,108.24,Discover,In-store,2023-02-21,8213814919
1542,253.03,American Express,In-store,2022-04-01,5186150043
1543,730.22,Mastercard,Online,2022-07-17,5812622174
1544,728.12,American Express,Online,2022-11-12,7290641620
1545,385.5,Discover,Online,2022-06-23,9083398169
1546,896.0,American Express,Online,2023-01-02,7377829982
1547,649.83,Visa,Online,2022-04-11,3998542147
1548,349.6,Mastercard,In-store,2022-11-12,4107517765
1549,765.13,Visa,In-store,2022-07-04,6700346884
1550,122.72,Visa,In-store,2022-12-26,3680598428
1551,102.49,Mastercard,Online,2022-03-29,5171017686
1552,137.57,Mastercard,Online,2022-11-01,1985264273
1553,220.75,American Express,Online,2022-08-10,9166198769
1554,594.15,American Express,Online,2022-06-01,5298562689
1555,845.96,Mastercard,Online,2023-01-19,7696065796
1556,570.96,American Express,In-store,2022-08-08,9113929316
1557,340.64,Discover,Online,2022-12-07,3275180438
1558,825.21,American Express,In-store,2022-12-07,1947282677
1559,84.48,Visa,Online,2022-07-23,4638120192
1560,917.34,American Express,In-store,2022-11-27,8116165204
1561,747.08,Discover,In-store,2022-05-05,1802173102
1562,996.11,Discover,In-store,2022-07-19,7391815907
1563,399.78,Discover,Online,2022-08-07,4145306384
1564,521.0,American Express,In-store,2022-09-26,9608580910
1565,391.46,Discover,Online,2022-10-11,4712330417
1566,56.06,Discover,Online,2022-07-04,4421237922
1567,446.49,Discover,Online,2022-06-29,4771035440
1568,670.92,Visa,In-store,2023-01-06,7848285464
1569,753.18,Visa,Online,2022-12-20,7119391182
1570,173.09,Visa,Online,2022-10-25,6717356877
1571,30.23,Mastercard,In-store,2022-10-04,2496737850
1572,340.47,Discover,Online,2022-09-02,7051476848
1573,432.82,American Express,In-store,2022-05-26,4898737922
1574,59.03,American Express,In-store,2022-09-30,2652413456
1575,24.22,Visa,In-store,2022-10-16,2976092849
1576,617.87,American Express,Online,2022-03-25,1911401408
1577,308.03,American Express,In-store,2022-12-14,1938460456
1578,265.98,Visa,In-store,2023-01-13,1565664673
1579,723.5,Mastercard,In-store,2023-03-02,4382384317
1580,196.77,American Express,Online,2022-06-17,7731670425
1581,649.4,American Express,In-store,2022-04-13,6540807108
1582,994.0,American Express,Online,2022-12-27,7007871577
1583,398.86,Mastercard,Online,2023-01-27,7622395434
1584,973.06,American Express,In-store,2022-03-14,4111279991
1585,435.3,Visa,Online,2022-07-27,1774977561
1586,427.26,American Express,Online,2023-01-04,7967547530
1587,535.55,American Express,In-store,2022-11-15,5673853129
1588,483.07,American Express,In-store,2022-07-28,4590086763
1589,44.26,American Express,Online,2023-01-11,3649113152
1590,706.11,Mastercard,In-store,2023-02-12,1821707499
1591,133.66,Mastercard,In-store,2022-07-30,1435699759
1592,254.48,Visa,In-store,2022-12-23,1891462314
1593,119.63,American Express,In-store,2022-04-03,6325518941
1594,166.51,Visa,Online,2022-05-28,2011077923
1595,598.98,American Express,In-store,2022-06-17,6455211104
1596,240.35,Mastercard,Online,2023-02-09,4510877050
1597,59.9,Mastercard,In-store,2023-03-09,7504778685
1598,53.4,Discover,In-store,2022-08-03,7939587455
1599,966.94,Discover,In-store,2022-06-19,7106587343
1600,711.14,American Express,Online,2022-10-15,8166135445
1601,151.26,Visa,In-store,2023-02-23,6754788043
1602,554.72,Mastercard,In-store,2022-12-18,1502100960
1603,953.06,American Express,In-store,2022-05-24,2222140641
1604,468.24,American Express,Online,2022-06-09,5947248226
1605,289.36,Mastercard,In-store,2022-07-13,9180110836
1606,528.94,American Express,In-store,2023-02-27,5257752386
1607,51.29,Discover,In-store,2022-04-06,3007788825
1608,176.09,American Express,In-store,2023-01-13,1597318312
1609,510.83,Mastercard,Online,2022-09-27,6882903176
1610,497.37,American Express,In-store,2022-10-05,5341099544
1611,308.9,Visa,In-store,2022-05-12,1400639960
1612,283.19,Mastercard,Online,2022-04-19,8842410037
1613,79.37,Mastercard,Online,2022-09-16,3202260595
1614,741.88,Discover,Online,2022-09-04,2933938221
1615,377.43,Mastercard,In-store,2022-06-10,6035537697
1616,270.04,American Express,Online,2022-09-01,8512850659
1617,217.62,Visa,Online,2022-10-06,9264170671
1618,698.8,Visa,Online,2022-03-18,6080081491
1619,879.44,Discover,Online,2023-01-30,8791781377
1620,420.9,American Express,Online,2022-04-13,9747952034
1621,343.31,Discover,In-store,2022-03-28,6771358015
1622,480.02,Discover,Online,2022-05-19,1476157588
1623,247.65,Mastercard,In-store,2023-02-14,3380741111
1624,882.38,Visa,In-store,2022-12-24,6568953749
1625,261.99,Discover,Online,2022-12-20,5135546990
1626,41.48,Discover,Online,2022-04-21,3485989512
1627,145.81,Mastercard,In-store,2022-06-24,7482855799
1628,279.69,American Express,Online,2022-06-22,5246371301
1629,731.98,Discover,In-store,2023-02-16,8199843655
1630,390.93,Discover,Online,2022-11-20,7050483193
1631,439.81,American Express,In-store,2023-01-25,7478250990
1632,645.24,Mastercard,Online,2022-10-27,4318819375
1633,247.5,Mastercard,In-store,2023-02-15,1662111425
1634,794.51,Mastercard,Online,2023-02-16,1402190286
1635,331.42,Discover,Online,2022-06-10,2708195226
1636,742.07,Discover,In-store,2022-10-06,5569948008
1637,214.03,Mastercard,In-store,2023-01-13,3074364311
1638,500.6,Mastercard,Online,2022-08-24,7405028251
1639,36.21,Discover,In-store,2023-02-05,6036323904
1640,39.71,Mastercard,Online,2022-12-11,8747717515
1641,901.59,Visa,In-store,2022-09-11,9270717469
1642,155.39,Mastercard,In-store,2022-11-03,3943154982
1643,284.74,Discover,Online,2022-04-23,6160230629
1644,894.7,Mastercard,Online,2022-08-18,9168234333
1645,728.27,Visa,In-store,2022-10-22,3240166662
1646,833.98,Visa,In-store,2022-12-31,5226038459
1647,285.28,Mastercard,In-store,2022-12-20,2781029537
1648,138.63,Mastercard,Online,2023-01-26,2667510102
1649,928.4,American Express,Online,2022-07-14,1422307389
1650,965.58,Mastercard,Online,2022-04-27,6159108277
1651,528.75,Visa,In-store,2023-02-12,9058457517
1652,567.53,Mastercard,Online,2022-04-06,9158452451
1653,631.89,Mastercard,Online,2023-01-12,5825246731
1654,953.5,American Express,In-store,2022-11-13,2060400686
1655,633.83,Visa,In-store,2022-05-29,7621968450
1656,367.41,Visa,In-store,2022-07-10,7261086773
1657,527.45,American Express,Online,2023-01-13,3733330450
1658,208.34,Visa,In-store,2022-12-03,1277029519
1659,918.52,Visa,In-store,2022-12-10,1200229844
1660,847.38,Discover,In-store,2022-09-19,9438285375
1661,810.42,Mastercard,In-store,2022-06-15,5598428890
1662,410.47,American Express,In-store,2022-04-01,8754024612
1663,714.78,Discover,Online,2022-05-27,4527367435
1664,346.63,Mastercard,In-store,2022-12-23,8670506858
1665,89.22,Mastercard,Online,2022-04-02,4851907281
1666,720.33,Mastercard,In-store,2022-11-21,8431470797
1667,675.22,Visa,In-store,2022-05-19,8661405296
1668,23.28,Discover,In-store,2022-04-29,6874824197
1669,931.39,Visa,Online,2022-08-10,5647756084
1670,735.95,Mastercard,In-store,2022-12-18,8259740822
1671,567.98,Mastercard,Online,2022-09-08,2221523060
1672,713.85,Visa,In-store,2023-02-28,2069896202
1673,434.0,Visa,Online,2022-04-27,3049109203
1674,694.52,Discover,Online,2022-05-05,4288711129
1675,382.83,Discover,In-store,2022-04-15,9036607651
1676,213.33,Discover,In-store,2023-02-09,5091703002
1677,919.26,Mastercard,In-store,2022-06-06,3004510861
1678,886.85,Mastercard,In-store,2023-02-28,1894484352
1679,412.91,American Express,Online,2022-06-11,1964125458
1680,590.39,American Express,Online,2023-01-10,8522775610
1681,895.7,Mastercard,Online,2023-01-12,4333338674
1682,296.22,Mastercard,In-store,2022-09-03,1482195689
1683,923.72,Visa,In-store,2022-05-04,7692974282
1684,18.22,American Express,In-store,2022-12-22,8264754378
1685,502.51,Visa,In-store,2022-04-02,3342522375
1686,787.32,Mastercard,Online,2022-08-23,6316985323
1687,961.02,Discover,Online,2022-04-10,8998387965
1688,305.14,Mastercard,Online,2023-01-01,9249048175
1689,676.6,Visa,In-store,2022-03-20,7504010283
1690,40.98,Mastercard,In-store,2022-09-15,5915299437
1691,835.3,Visa,Online,2022-05-18,6866688865
1692,636.97,American Express,In-store,2022-04-19,6306486095
1693,376.55,Discover,In-store,2022-12-02,1253383149
1694,139.74,Discover,In-store,2022-10-27,4415537281
1695,140.81,Visa,In-store,2022-08-03,9313630409
1696,72.75,American Express,Online,2022-08-21,9691668793
1697,740.54,Visa,Online,2022-03-13,1005061446
1698,886.69,Mastercard,Online,2022-09-07,4920502255
1699,167.93,American Express,In-store,2022-12-03,3630024627
1700,844.35,Mastercard,Online,2022-12-04,9973502962
1701,315.7,Mastercard,In-store,2023-02-18,4788152761
1702,458.14,American Express,Online,2022-07-16,2311569647
1703,477.73,Visa,Online,2022-11-01,6378197419
1704,696.93,Mastercard,Online,2022-10-18,2579971135
1705,837.81,Discover,Online,2022-07-05,7251776613
