Id,Amount,Network,Mode,TransactionDate,transactionId,settlementId
1431,219.58,American Express,Online,2023-01-23,7291215118,4398594184
1432,396.98,American Express,In-store,2023-02-20,5338481577,4665393222
1433,507.93,Visa,Online,2022-04-13,7203536290,6058715624
1434,73.06,Discover,Online,2022-04-06,7967477039,5209957032
1435,31.93,American Express,Online,2022-10-19,8972176662,7060292321
1436,930.04,Visa,Online,2022-09-01,3260549830,5178654871
1437,659.58,Visa,In-store,2023-02-25,8803882116,8187958280
1438,530.4,Discover,In-store,2022-09-25,4099579211,3265886076
1439,921.73,Mastercard,In-store,2022-06-07,2559392322,1679211757
1440,177.05,American Express,Online,2023-03-07,2326972397,9419954584
1441,669.17,Visa,Online,2022-09-13,8261464140,3408008990
1442,501.04,Visa,Online,2022-12-14,1335153410,1826321098
1443,848.61,Discover,Online,2022-10-30,8431288752,9677268355
1444,437.83,Visa,Online,2022-06-11,9706761410,4680276676
1445,402.13,Mastercard,Online,2023-03-07,3029930439,9665200961
1446,495.79,Visa,Online,2022-08-15,7926150263,9312126477
1447,515.43,Mastercard,Online,2022-06-17,5398006238,3048369406
1448,109.51,Mastercard,Online,2023-01-10,9364774566,5670384751
1449,559.31,Discover,In-store,2022-05-20,2881273886,3494866142
1450,311.67,Visa,Online,2022-03-21,9393296585,2292736547
1451,600.25,Mastercard,Online,2022-06-02,4390059473,4094263674
1452,866.41,Mastercard,Online,2022-09-19,3864985669,1682719915
1453,991.35,Visa,Online,2022-05-15,2327851782,6086730532
1454,546.07,Discover,In-store,2022-09-05,8922925549,6234275982
1455,189.27,Mastercard,In-store,2023-02-07,7411687702,7995201846
1456,238.16,Mastercard,Online,2023-01-06,6668253141,9336990983
1457,210.61,American Express,In-store,2023-01-14,2250075632,1556196945
1458,251.06,Visa,Online,2023-03-05,1539748322,4048145873
1459,490.08,Discover,Online,2022-06-04,2197485941,1609064991
1460,898.65,Visa,In-store,2022-06-11,7731718287,9826643208
1461,613.61,Mastercard,Online,2022-05-21,4147567910,3527174223
1462,711.22,American Express,Online,2022-08-21,7058205911,5059538708
1463,490.82,Discover,Online,2023-02-10,4669509072,2389957893
1464,959.55,Discover,In-store,2022-04-27,7633437242,5334138234
1465,394.64,American Express,Online,2022-09-12,8236667638,7842028934
1466,981.53,American Express,Online,2022-06-29,3650086359,3629151985
1467,253.67,Discover,In-store,2022-08-24,7025087367,4851366251
1468,20.18,Discover,In-store,2022-09-12,6450845173,5859025640
1469,480.47,Visa,Online,2023-02-24,8018716096,2511209113
1470,438.61,Discover,In-store,2022-10-17,9596400584,6614763964
1471,508.64,Mastercard,In-store,2022-11-07,1340589943,5386800142
1472,251.33,American Express,In-store,2022-10-12,9464144664,6765573976
1473,695.97,Visa,In-store,2022-09-28,9434050405,9600033543
1474,412.62,American Express,Online,2022-08-24,8314150122,3125689670
1475,939.87,Mastercard,In-store,2023-03-03,2457333001,2899769496
1476,24.57,American Express,In-store,2022-05-13,4439708351,9188028165
1477,994.8,Discover,Online,2022-04-18,8664258361,3477749608
1478,363.81,Mastercard,Online,2023-02-02,5786195737,7616755327
1479,355.19,Visa,In-store,2022-10-23,1250147789,2471552522
1480,208.75,Mastercard,Online,2022-10-28,1185450829,4479909447
1481,301.65,Visa,Online,2023-03-12,5526248152,6842361265
1482,720.52,Discover,In-store,2022-08-15,9295889417,7985128037
1483,715.59,Mastercard,In-store,2022-06-23,5020775944,3399684451
1484,397.64,Discover,In-store,2022-08-18,1592583175,2417098339
1485,779.84,Visa,Online,2022-11-03,4719906911,3688416930
1486,238.92,Mastercard,Online,2022-12-08,8017700014,1250851785
1487,692.08,Discover,Online,2022-09-03,4157221656,8811135397
1488,880.43,Mastercard,Online,2022-12-08,5256960827,2112418493
1489,765.52,American Express,In-store,2023-01-29,2728490225,8844762534
1490,455.31,American Express,Online,2022-10-01,8230766441,1339749893
1491,265.94,American Express,Online,2022-09-13,3520275188,6840704124
1492,658.28,Visa,In-store,2022-04-04,3223581859,2868321360
1493,398.92,American Express,In-store,2022-07-27,9151040178,5608572904
1494,616.1,Discover,Online,2022-05-06,1384156971,2611673961
1495,174.07,Visa,Online,2023-02-16,5052857218,4201560583
1496,422.57,American Express,Online,2022-08-03,2139246438,3127431326
1497,183.23,Mastercard,Online,2023-03-04,6079288319,5910718767
1498,545.19,Discover,In-store,2023-02-06,3837284493,9119250993
1499,649.63,Visa,Online,2022-04-13,5553837091,9200171622
1500,30.03,Discover,In-store,2022-07-16,2103700960,2466439841
1501,351.62,American Express,In-store,2022-11-01,4955487528,3445230040
1502,47.47,Discover,In-store,2022-09-26,6666193730,5482778635
1503,755.72,Mastercard,In-store,2022-07-04,5037084143,2782859709
1504,695.32,American Express,In-store,2022-03-20,2717806258,6561329163
1505,807.29,Visa,Online,2022-10-17,6789862198,4685972422
1506,743.11,Discover,Online,2022-09-24,8992352981,5456495466
1507,265.98,Mastercard,In-store,2022-05-14,7722293449,4957187221
1508,788.06,Discover,Online,2023-01-15,6522892294,4841728351
1509,355.27,Discover,In-store,2023-03-12,2081317419,3825050972
1510,432.61,American Express,Online,2022-09-21,5039001696,4308656490
1511,384.14,Mastercard,Online,2023-01-25,4753042493,3030545449
1512,817.61,Visa,Online,2022-10-25,6400142845,9324042032
1513,222.09,American Express,Online,2022-07-20,6043728869,4008708229
1514,774.86,American Express,Online,2022-08-10,7288201818,1990724040
1515,430.55,Mastercard,Online,2022-07-10,7179077683,3517672381
1516,343.1,American Express,In-store,2022-08-08,5638141509,3921380932
1517,972.28,Discover,In-store,2022-05-28,2651578957,2588765044
1518,899.37,Mastercard,Online,2022-09-18,6949794835,6389367599
1519,230.44,American Express,Online,2022-08-03,5204022281,8226122929
1520,600.02,Discover,Online,2022-09-03,6512408475,8856493990
1521,174.42,American Express,In-store,2023-03-11,7819897687,4232593332
1522,828.06,American Express,Online,2023-01-12,6515683320,9523840943
1523,806.66,American Express,In-store,2022-07-31,9915343037,6045407339
1524,288.81,Discover,In-store,2023-01-10,4087718851,9281561283
1525,655.03,Mastercard,In-store,2022-12-01,6359421681,1531773354
1526,322.16,Discover,In-store,2022-04-16,4348414541,5414300233
1527,800.26,Discover,In-store,2022-06-03,5538258587,5369555887
1528,547.03,Visa,In-store,2022-05-02,6388254619,9012928206
1529,335.27,American Express,Online,2022-10-04,4320356634,8369139782
1530,634.41,Visa,Online,2022-03-30,8166513991,6330735057
1531,786.79,Mastercard,In-store,2022-05-25,7066340091,9744171294
1532,484.19,Discover,Online,2022-04-24,8891160283,6986136362
1533,974.58,American Express,In-store,2023-01-28,5610888166,3957457582
1534,164.52,Mastercard,Online,2022-11-25,9017339114,4339710716
1535,730.92,Discover,In-store,2022-12-26,1560637807,1369074733
1536,96.3,Mastercard,Online,2022-08-27,2565229434,8831774309
1537,17.37,Mastercard,Online,2023-02-12,8380223556,6374202870
1538,736.48,American Express,In-store,2022-09-12,2149456720,2414902657
1539,76.17,American Express,In-store,2023-02-03,1411167272,7359660026
1540,71.67,Visa,In-store,2022-04-15,8302219379,8366977666
1541,108.24,Discover,In-store,2023-02-21,8213814919,4805320703
1542,253.03,American Express,In-store,2022-04-01,5186150043,8984277911
1543,730.22,Mastercard,Online,2022-07-17,5812622174,4905907913
1544,728.12,American Express,Online,2022-11-12,7290641620,3254237112
1545,385.5,Discover,Online,2022-06-23,9083398169,4697490485
1546,896.0,American Express,Online,2023-01-02,7377829982,2033046843
1547,649.83,Visa,Online,2022-04-11,3998542147,4956541234
1548,349.6,Mastercard,In-store,2022-11-12,4107517765,3533912769
1549,765.13,Visa,In-store,2022-07-04,6700346884,3047591919
1550,122.72,Visa,In-store,2022-12-26,3680598428,6567868552
1551,102.49,Mastercard,Online,2022-03-29,5171017686,1714896545
1552,137.57,Mastercard,Online,2022-11-01,1985264273,1557013621
1553,220.75,American Express,Online,2022-08-10,9166198769,1574191160
1554,594.15,American Express,Online,2022-06-01,5298562689,5803269005
1555,845.96,Mastercard,Online,2023-01-19,7696065796,8535152658
1556,570.96,American Express,In-store,2022-08-08,9113929316,5931980570
1557,340.64,Discover,Online,2022-12-07,3275180438,4429451369
1558,825.21,American Express,In-store,2022-12-07,1947282677,1918465563
1559,84.48,Visa,Online,2022-07-23,4638120192,3454318860
1560,917.34,American Express,In-store,2022-11-27,8116165204,5019477835
1561,747.08,Discover,In-store,2022-05-05,1802173102,9447958082
1562,996.11,Discover,In-store,2022-07-19,7391815907,1389331474
1563,399.78,Discover,Online,2022-08-07,4145306384,2201193067
1564,521.0,American Express,In-store,2022-09-26,9608580910,2986207113
1565,391.46,Discover,Online,2022-10-11,4712330417,2502439190
1566,56.06,Discover,Online,2022-07-04,4421237922,9241718876
1567,446.49,Discover,Online,2022-06-29,4771035440,1295763090
1568,670.92,Visa,In-store,2023-01-06,7848285464,7844149112
1569,753.18,Visa,Online,2022-12-20,7119391182,4854646957
1570,173.09,Visa,Online,2022-10-25,6717356877,2032769057
1571,30.23,Mastercard,In-store,2022-10-04,2496737850,2645482931
1572,340.47,Discover,Online,2022-09-02,7051476848,2350530763
1573,432.82,American Express,In-store,2022-05-26,4898737922,8008782392
1574,59.03,American Express,In-store,2022-09-30,2652413456,5806819165
1575,24.22,Visa,In-store,2022-10-16,2976092849,7296628510
1576,617.87,American Express,Online,2022-03-25,1911401408,1672110221
1577,308.03,American Express,In-store,2022-12-14,1938460456,2903613611
1578,265.98,Visa,In-store,2023-01-13,1565664673,6047786877
1579,723.5,Mastercard,In-store,2023-03-02,4382384317,5102182358
1580,196.77,American Express,Online,2022-06-17,7731670425,1526888156
1581,649.4,American Express,In-store,2022-04-13,6540807108,9772238895
1582,994.0,American Express,Online,2022-12-27,7007871577,2065210097
1583,398.86,Mastercard,Online,2023-01-27,7622395434,2860125986
1584,973.06,American Express,In-store,2022-03-14,4111279991,8046692958
1585,435.3,Visa,Online,2022-07-27,1774977561,2617784240
1586,427.26,American Express,Online,2023-01-04,7967547530,5393580691
1587,535.55,American Express,In-store,2022-11-15,5673853129,2848115591
1588,483.07,American Express,In-store,2022-07-28,4590086763,6295536432
1589,44.26,American Express,Online,2023-01-11,3649113152,4681495615
1590,706.11,Mastercard,In-store,2023-02-12,1821707499,2700721141
1591,133.66,Mastercard,In-store,2022-07-30,1435699759,5508452194
1592,254.48,Visa,In-store,2022-12-23,1891462314,3261899628
1593,119.63,American Express,In-store,2022-04-03,6325518941,3512646568
1594,166.51,Visa,Online,2022-05-28,2011077923,5591585956
1595,598.98,American Express,In-store,2022-06-17,6455211104,4373912496
1596,240.35,Mastercard,Online,2023-02-09,4510877050,5312349786
1597,59.9,Mastercard,In-store,2023-03-09,7504778685,1609885254
1598,53.4,Discover,In-store,2022-08-03,7939587455,6671282432
1599,966.94,Discover,In-store,2022-06-19,7106587343,8924967953
1600,711.14,American Express,Online,2022-10-15,8166135445,6056967887
1601,151.26,Visa,In-store,2023-02-23,6754788043,8176720391
1602,554.72,Mastercard,In-store,2022-12-18,1502100960,9296579717
1603,953.06,American Express,In-store,2022-05-24,2222140641,7278038665
1604,468.24,American Express,Online,2022-06-09,5947248226,5369408879
1605,289.36,Mastercard,In-store,2022-07-13,9180110836,7929317651
1606,528.94,American Express,In-store,2023-02-27,5257752386,4203280723
1607,51.29,Discover,In-store,2022-04-06,3007788825,2603730065
1608,176.09,American Express,In-store,2023-01-13,1597318312,6096920860
1609,510.83,Mastercard,Online,2022-09-27,6882903176,7812909253
1610,497.37,American Express,In-store,2022-10-05,5341099544,5552378021
1611,308.9,Visa,In-store,2022-05-12,1400639960,2836179120
1612,283.19,Mastercard,Online,2022-04-19,8842410037,8010351015
1613,79.37,Mastercard,Online,2022-09-16,3202260595,5937456962
1614,741.88,Discover,Online,2022-09-04,2933938221,4105098592
1615,377.43,Mastercard,In-store,2022-06-10,6035537697,9671164048
1616,270.04,American Express,Online,2022-09-01,8512850659,4492120188
1617,217.62,Visa,Online,2022-10-06,9264170671,4598056169
1618,698.8,Visa,Online,2022-03-18,6080081491,6450734980
1619,879.44,Discover,Online,2023-01-30,8791781377,1425172219
1620,420.9,American Express,Online,2022-04-13,9747952034,2810485423
1621,343.31,Discover,In-store,2022-03-28,6771358015,3442829400
1622,480.02,Discover,Online,2022-05-19,1476157588,2280825366
1623,247.65,Mastercard,In-store,2023-02-14,3380741111,6763676197
1624,882.38,Visa,In-store,2022-12-24,6568953749,2593497877
1625,261.99,Discover,Online,2022-12-20,5135546990,3809351502
1626,41.48,Discover,Online,2022-04-21,3485989512,5082525000
1627,145.81,Mastercard,In-store,2022-06-24,7482855799,7058693425
1628,279.69,American Express,Online,2022-06-22,5246371301,2454255772
1629,731.98,Discover,In-store,2023-02-16,8199843655,8354111480
1630,390.93,Discover,Online,2022-11-20,7050483193,9851532047
1631,439.81,American Express,In-store,2023-01-25,7478250990,1928458243
1632,645.24,Mastercard,Online,2022-10-27,4318819375,3225562262
1633,247.5,Mastercard,In-store,2023-02-15,1662111425,4972451818
1634,794.51,Mastercard,Online,2023-02-16,1402190286,5398045002
1635,331.42,Discover,Online,2022-06-10,2708195226,4983306844
1636,742.07,Discover,In-store,2022-10-06,5569948008,4906869700
1637,214.03,Mastercard,In-store,2023-01-13,3074364311,6754100101
1638,500.6,Mastercard,Online,2022-08-24,7405028251,8706533549
1639,36.21,Discover,In-store,2023-02-05,6036323904,1561600547
1640,39.71,Mastercard,Online,2022-12-11,8747717515,8465851277
1641,901.59,Visa,In-store,2022-09-11,9270717469,6046269067
1642,155.39,Mastercard,In-store,2022-11-03,3943154982,8583205124
1643,284.74,Discover,Online,2022-04-23,6160230629,4853182108
1644,894.7,Mastercard,Online,2022-08-18,9168234333,1537786737
1645,728.27,Visa,In-store,2022-10-22,3240166662,4884992505
1646,833.98,Visa,In-store,2022-12-31,5226038459,6495208877
1647,285.28,Mastercard,In-store,2022-12-20,2781029537,4167808805
1648,138.63,Mastercard,Online,2023-01-26,2667510102,3242976861
1649,928.4,American Express,Online,2022-07-14,1422307389,7306295827
1650,965.58,Mastercard,Online,2022-04-27,6159108277,9679960086
1651,528.75,Visa,In-store,2023-02-12,9058457517,5866995899
1652,567.53,Mastercard,Online,2022-04-06,9158452451,9468308525
1653,631.89,Mastercard,Online,2023-01-12,5825246731,7768701565
1654,953.5,American Express,In-store,2022-11-13,2060400686,7246536178
1655,633.83,Visa,In-store,2022-05-29,7621968450,1278375120
1656,367.41,Visa,In-store,2022-07-10,7261086773,5321506728
1657,527.45,American Express,Online,2023-01-13,3733330450,9977988060
1658,208.34,Visa,In-store,2022-12-03,1277029519,8833807765
1659,918.52,Visa,In-store,2022-12-10,1200229844,7611105015
1660,847.38,Discover,In-store,2022-09-19,9438285375,5588807194
1661,810.42,Mastercard,In-store,2022-06-15,5598428890,8235882062
1662,410.47,American Express,In-store,2022-04-01,8754024612,4871357844
1663,714.78,Discover,Online,2022-05-27,4527367435,9723096689
1664,346.63,Mastercard,In-store,2022-12-23,8670506858,5218381860
1665,89.22,Mastercard,Online,2022-04-02,4851907281,8171894072
1666,720.33,Mastercard,In-store,2022-11-21,8431470797,7419263051
1667,675.22,Visa,In-store,2022-05-19,8661405296,9924656840
1668,23.28,Discover,In-store,2022-04-29,6874824197,8192664548
1669,931.39,Visa,Online,2022-08-10,5647756084,3924528586
1670,735.95,Mastercard,In-store,2022-12-18,8259740822,9486285629
1671,567.98,Mastercard,Online,2022-09-08,2221523060,7357688450
1672,713.85,Visa,In-store,2023-02-28,2069896202,7169880125
1673,434.0,Visa,Online,2022-04-27,3049109203,6580493506
1674,694.52,Discover,Online,2022-05-05,4288711129,4260555363
1675,382.83,Discover,In-store,2022-04-15,9036607651,1890306621
1676,213.33,Discover,In-store,2023-02-09,5091703002,9020266003
1677,919.26,Mastercard,In-store,2022-06-06,3004510861,6102230633
1678,886.85,Mastercard,In-store,2023-02-28,1894484352,2990728978
1679,412.91,American Express,Online,2022-06-11,1964125458,8441171604
1680,590.39,American Express,Online,2023-01-10,8522775610,9840738945
1681,895.7,Mastercard,Online,2023-01-12,4333338674,9115060279
1682,296.22,Mastercard,In-store,2022-09-03,1482195689,5663893181
1683,923.72,Visa,In-store,2022-05-04,7692974282,8506766694
1684,18.22,American Express,In-store,2022-12-22,8264754378,2984843092
1685,502.51,Visa,In-store,2022-04-02,3342522375,5330384176
1686,787.32,Mastercard,Online,2022-08-23,6316985323,7215404133
1687,961.02,Discover,Online,2022-04-10,8998387965,2105189604
1688,305.14,Mastercard,Online,2023-01-01,9249048175,8520672498
1689,676.6,Visa,In-store,2022-03-20,7504010283,7654315464
1690,40.98,Mastercard,In-store,2022-09-15,5915299437,7293224065
1691,835.3,Visa,Online,2022-05-18,6866688865,5221110777
